age,state,state.fips,origin,hiv,homeless.past.year,n,n.tx.comp.12mo,n.elig.tx.comp.12mo
5-14 years,California,6,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,California,6,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Colorado,8,US - Born,Negative,No,6,4,5
5-14 years,Colorado,8,US - Born,Not Reported,No,12,9,11
5-14 years,Colorado,8,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Colorado,8,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Colorado,8,Foreign - Born,Negative,No,18,15,15
5-14 years,Colorado,8,Foreign - Born,Not Reported,No,21,18,18
5-14 years,Colorado,8,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Connecticut,9,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Connecticut,9,US - Born,Not Reported,No,14,13,13
5-14 years,Connecticut,9,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Connecticut,9,Foreign - Born,Not Reported,No,6,6,6
5-14 years,Delaware,10,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Delaware,10,US - Born,Not Reported,No,16,13,16
5-14 years,Delaware,10,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,District of Columbia,11,US - Born,Negative,No,6,5,6
5-14 years,District of Columbia,11,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,District of Columbia,11,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,District of Columbia,11,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,District of Columbia,11,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,District of Columbia,11,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Florida,12,US - Born,Negative,No,55,42,46
5-14 years,Florida,12,US - Born,Positive,No,8,7,7
5-14 years,Florida,12,US - Born,Not Reported,No,122,99,111
5-14 years,Florida,12,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Florida,12,US - Born,Not Reported,Not Reported,11,9,11
5-14 years,Florida,12,Foreign - Born,Negative,No,72,54,60
5-14 years,Florida,12,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Florida,12,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Florida,12,Foreign - Born,Not Reported,No,76,68,71
5-14 years,Florida,12,Foreign - Born,Not Reported,Not Reported,7,7,7
5-14 years,Florida,12,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Georgia,13,US - Born,Negative,No,64,49,54
5-14 years,Georgia,13,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Georgia,13,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Georgia,13,US - Born,Not Reported,No,105,91,98
5-14 years,Georgia,13,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Georgia,13,Foreign - Born,Negative,No,25,20,22
5-14 years,Georgia,13,Foreign - Born,Not Reported,No,33,22,27
5-14 years,Hawaii,15,US - Born,Negative,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Hawaii,15,US - Born,Not Reported,No,14,10,11
5-14 years,Hawaii,15,US - Born,Not Reported,Not Reported,Suppressed,Not Applicable,Not Applicable
5-14 years,Hawaii,15,Foreign - Born,Not Reported,No,14,13,14
5-14 years,Idaho,16,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Idaho,16,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Idaho,16,Foreign - Born,Negative,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Idaho,16,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Idaho,16,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Illinois,17,US - Born,Negative,No,27,20,22
5-14 years,Illinois,17,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Illinois,17,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Illinois,17,US - Born,Not Reported,No,199,164,189
5-14 years,Illinois,17,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Illinois,17,US - Born,Not Reported,Not Reported,17,10,15
5-14 years,Illinois,17,Foreign - Born,Negative,No,9,6,8
5-14 years,Illinois,17,Foreign - Born,Not Reported,No,73,59,67
5-14 years,Illinois,17,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Illinois,17,Not Reported,Not Reported,No,5,3,5
5-14 years,Illinois,17,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Indiana,18,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Indiana,18,US - Born,Not Reported,No,36,33,34
5-14 years,Indiana,18,Foreign - Born,Negative,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Indiana,18,Foreign - Born,Not Reported,No,9,8,9
5-14 years,Indiana,18,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Iowa,19,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Iowa,19,US - Born,Not Reported,No,8,6,6
5-14 years,Iowa,19,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Iowa,19,Foreign - Born,Not Reported,No,8,6,7
5-14 years,Kansas,20,US - Born,Negative,No,6,5,5
5-14 years,Kansas,20,US - Born,Not Reported,No,13,9,12
5-14 years,Kansas,20,Foreign - Born,Negative,No,6,3,4
5-14 years,Kansas,20,Foreign - Born,Not Reported,No,10,6,8
5-14 years,Kansas,20,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Kentucky,21,US - Born,Negative,No,8,6,7
5-14 years,Kentucky,21,US - Born,Not Reported,No,43,37,42
5-14 years,Kentucky,21,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Kentucky,21,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Kentucky,21,Foreign - Born,Negative,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Kentucky,21,Foreign - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
5-14 years,Kentucky,21,Foreign - Born,Not Reported,No,5,1,4
5-14 years,Kentucky,21,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Louisiana,22,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Louisiana,22,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Louisiana,22,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Louisiana,22,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Louisiana,22,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Louisiana,22,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Maine,23,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Maine,23,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Maine,23,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Maine,23,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Maine,23,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Maryland,24,US - Born,Negative,No,20,16,18
5-14 years,Maryland,24,US - Born,Not Reported,No,30,28,28
5-14 years,Maryland,24,Foreign - Born,Negative,No,22,17,19
5-14 years,Maryland,24,Foreign - Born,Not Reported,No,33,25,25
5-14 years,Maryland,24,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Massachusetts,25,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Massachusetts,25,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Massachusetts,25,US - Born,Not Reported,No,31,17,25
5-14 years,Massachusetts,25,Foreign - Born,Negative,No,12,8,10
5-14 years,Massachusetts,25,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Massachusetts,25,Foreign - Born,Not Reported,No,39,30,32
5-14 years,Michigan,26,US - Born,Negative,No,6,3,4
5-14 years,Michigan,26,US - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
5-14 years,Michigan,26,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Michigan,26,US - Born,Not Reported,No,70,54,63
5-14 years,Michigan,26,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Michigan,26,US - Born,Not Reported,Not Reported,12,7,11
5-14 years,Michigan,26,Foreign - Born,Negative,No,8,4,4
5-14 years,Michigan,26,Foreign - Born,Negative,Not Reported,Suppressed,Not Applicable,Not Applicable
5-14 years,Michigan,26,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Michigan,26,Foreign - Born,Not Reported,No,14,14,14
5-14 years,Michigan,26,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Minnesota,27,US - Born,Negative,No,16,6,8
5-14 years,Minnesota,27,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Minnesota,27,US - Born,Not Reported,No,23,18,20
5-14 years,Minnesota,27,US - Born,Not Reported,Not Reported,6,5,6
5-14 years,Minnesota,27,Foreign - Born,Negative,No,75,50,54
5-14 years,Minnesota,27,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Minnesota,27,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Minnesota,27,Foreign - Born,Not Reported,No,46,35,42
5-14 years,Minnesota,27,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Mississippi,28,US - Born,Negative,No,72,58,63
5-14 years,Mississippi,28,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Mississippi,28,US - Born,Not Reported,No,8,8,8
5-14 years,Mississippi,28,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Missouri,29,US - Born,Negative,No,13,12,13
5-14 years,Missouri,29,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Missouri,29,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Missouri,29,US - Born,Not Reported,No,26,25,26
5-14 years,Missouri,29,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Missouri,29,US - Born,Not Reported,Not Reported,5,3,3
5-14 years,Missouri,29,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Missouri,29,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Missouri,29,Foreign - Born,Not Reported,No,9,4,8
5-14 years,Missouri,29,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Montana,30,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Nebraska,31,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Nebraska,31,Foreign - Born,Negative,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Nebraska,31,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Nevada,32,US - Born,Negative,No,9,8,8
5-14 years,Nevada,32,US - Born,Not Reported,No,13,7,9
5-14 years,Nevada,32,Foreign - Born,Negative,No,6,6,6
5-14 years,Nevada,32,Foreign - Born,Not Reported,No,12,12,12
5-14 years,New Hampshire,33,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,New Hampshire,33,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,New Hampshire,33,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,New Hampshire,33,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,New Hampshire,33,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,New Jersey,34,US - Born,Negative,No,56,46,50
5-14 years,New Jersey,34,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,New Jersey,34,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
5-14 years,New Jersey,34,US - Born,Not Reported,No,106,84,96
5-14 years,New Jersey,34,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,New Jersey,34,Foreign - Born,Negative,No,50,35,45
5-14 years,New Jersey,34,Foreign - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
5-14 years,New Jersey,34,Foreign - Born,Not Reported,No,70,59,67
5-14 years,New Jersey,34,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,New Mexico,35,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,New Mexico,35,US - Born,Not Reported,No,15,12,12
5-14 years,New Mexico,35,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,New York,36,US - Born,Negative,No,94,73,79
5-14 years,New York,36,US - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,New York,36,US - Born,Negative,Not Reported,16,15,16
5-14 years,New York,36,US - Born,Positive,No,17,6,13
5-14 years,New York,36,US - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,New York,36,US - Born,Not Reported,No,189,143,176
5-14 years,New York,36,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,New York,36,US - Born,Not Reported,Not Reported,51,37,48
5-14 years,New York,36,Foreign - Born,Negative,No,82,59,70
5-14 years,New York,36,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,New York,36,Foreign - Born,Negative,Not Reported,12,10,12
5-14 years,New York,36,Foreign - Born,Positive,No,5,4,5
5-14 years,New York,36,Foreign - Born,Positive,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,New York,36,Foreign - Born,Not Reported,No,176,141,162
5-14 years,New York,36,Foreign - Born,Not Reported,Not Reported,47,40,45
5-14 years,New York,36,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,New York,36,Not Reported,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,New York,36,Not Reported,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,North Carolina,37,US - Born,Negative,No,27,18,18
5-14 years,North Carolina,37,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
5-14 years,North Carolina,37,US - Born,Not Reported,No,61,56,61
5-14 years,North Carolina,37,Foreign - Born,Negative,No,21,10,15
5-14 years,North Carolina,37,Foreign - Born,Not Reported,No,17,12,15
5-14 years,North Dakota,38,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,North Dakota,38,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Ohio,39,US - Born,Negative,No,14,7,7
5-14 years,Ohio,39,US - Born,Not Reported,No,46,42,43
5-14 years,Ohio,39,Foreign - Born,Negative,No,17,12,14
5-14 years,Ohio,39,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Ohio,39,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Ohio,39,Foreign - Born,Not Reported,No,21,17,20
5-14 years,Ohio,39,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Oklahoma,40,US - Born,Negative,No,22,17,20
5-14 years,Oklahoma,40,US - Born,Not Reported,No,68,56,60
5-14 years,Oklahoma,40,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Oklahoma,40,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Oklahoma,40,Foreign - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
5-14 years,Oklahoma,40,Foreign - Born,Not Reported,No,7,5,6
5-14 years,Oregon,41,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Oregon,41,US - Born,Not Reported,No,19,18,19
5-14 years,Oregon,41,Foreign - Born,Negative,No,20,13,15
5-14 years,Oregon,41,Foreign - Born,Not Reported,No,16,14,16
5-14 years,Oregon,41,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Pennsylvania,42,US - Born,Negative,No,26,18,20
5-14 years,Pennsylvania,42,US - Born,Positive,No,Suppressed,Not Applicable,Not Applicable
5-14 years,Pennsylvania,42,US - Born,Not Reported,No,90,62,80
5-14 years,Pennsylvania,42,US - Born,Not Reported,Not Reported,12,10,11
5-14 years,Pennsylvania,42,Foreign - Born,Negative,No,29,12,13
5-14 years,Pennsylvania,42,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Pennsylvania,42,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Pennsylvania,42,Foreign - Born,Not Reported,No,56,32,42
5-14 years,Pennsylvania,42,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Pennsylvania,42,Foreign - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Pennsylvania,42,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Rhode Island,44,US - Born,Negative,No,9,8,8
5-14 years,Rhode Island,44,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Rhode Island,44,Foreign - Born,Negative,No,12,9,9
5-14 years,Rhode Island,44,Foreign - Born,Not Reported,No,8,6,8
5-14 years,South Carolina,45,US - Born,Negative,No,19,15,17
5-14 years,South Carolina,45,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,South Carolina,45,US - Born,Not Reported,No,75,65,69
5-14 years,South Carolina,45,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,South Carolina,45,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,South Carolina,45,Foreign - Born,Not Reported,No,7,5,5
5-14 years,South Dakota,46,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,South Dakota,46,US - Born,Not Reported,No,6,4,4
5-14 years,South Dakota,46,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,South Dakota,46,Foreign - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Tennessee,47,US - Born,Negative,No,21,16,16
5-14 years,Tennessee,47,US - Born,Not Reported,No,45,44,45
5-14 years,Tennessee,47,Foreign - Born,Negative,No,15,9,10
5-14 years,Tennessee,47,Foreign - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Tennessee,47,Foreign - Born,Not Reported,No,15,11,13
5-14 years,Texas,48,US - Born,Negative,No,94,59,72
5-14 years,Texas,48,US - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Texas,48,US - Born,Not Reported,No,426,347,389
5-14 years,Texas,48,Foreign - Born,Negative,No,55,33,40
5-14 years,Texas,48,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Texas,48,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Texas,48,Foreign - Born,Not Reported,No,187,131,155
5-14 years,Texas,48,Not Reported,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Texas,48,Not Reported,Not Reported,No,7,6,7
5-14 years,Utah,49,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Utah,49,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Utah,49,Foreign - Born,Negative,No,7,6,7
5-14 years,Utah,49,Foreign - Born,Negative,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Utah,49,Foreign - Born,Not Reported,No,14,5,14
5-14 years,Vermont,50,US - Born,Not Reported,No,Suppressed,Suppressed,Suppressed
5-14 years,Vermont,50,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Vermont,50,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Virginia,51,US - Born,Negative,No,14,11,11
5-14 years,Virginia,51,US - Born,Not Reported,No,30,24,26
5-14 years,Virginia,51,Foreign - Born,Negative,No,23,14,16
5-14 years,Virginia,51,Foreign - Born,Positive,No,Suppressed,Suppressed,Suppressed
5-14 years,Virginia,51,Foreign - Born,Not Reported,No,26,20,24
5-14 years,Virginia,51,Foreign - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Washington,53,US - Born,Negative,No,20,9,9
5-14 years,Washington,53,US - Born,Not Reported,No,26,18,23
5-14 years,Washington,53,Foreign - Born,Negative,No,23,14,15
5-14 years,Washington,53,Foreign - Born,Negative,Yes,Suppressed,Not Applicable,Not Applicable
5-14 years,Washington,53,Foreign - Born,Not Reported,No,26,21,24
5-14 years,Wisconsin,55,US - Born,Negative,No,Suppressed,Suppressed,Suppressed
5-14 years,Wisconsin,55,US - Born,Negative,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Wisconsin,55,US - Born,Not Reported,No,11,11,11
5-14 years,Wisconsin,55,US - Born,Not Reported,Yes,Suppressed,Suppressed,Suppressed
5-14 years,Wisconsin,55,US - Born,Not Reported,Not Reported,Suppressed,Suppressed,Suppressed
5-14 years,Wisconsin,55,Foreign - Born,Negative,No,Suppressed,Suppressed,Suppressed
